order_id,item_price,quantity,item_cat,item_name,created_at,delivery_address1,delivery_zipcode
ORD0040,29.99,3,Pizza,Margherita Pizza,2025-02-17 12:30:00,ul. Leborska 18,80-386
ORD0040,46.99,2,Pizza,Mushroom Pizza,2025-02-17 12:30:00,ul. Leborska 18,80-386
ORD0041,33.99,3,Pizza,Hawaiian Pizza,2025-02-18 13:10:00,ul. Hynka 27,80-465
ORD0041,37.99,2,Pizza,Vegetarian Pizza,2025-02-18 13:10:00,ul. Hynka 27,80-465
ORD0041,34.99,1,Pizza,Mushroom Pizza,2025-02-18 13:10:00,ul. Hynka 27,80-465
ORD0042,39.99,2,Pizza,Margherita Pizza,2025-02-19 11:30:00,ul. Zlota Karczma 35,80-298
ORD0042,36.99,3,Pizza,Ham Pizza,2025-02-19 11:30:00,ul. Zlota Karczma 35,80-298
ORD0042,29.99,1,Pizza,Margherita Pizza,2025-02-19 11:30:00,ul. Zlota Karczma 35,80-298
ORD0043,46.99,3,Pizza,Mushroom Pizza,2025-02-20 12:40:00,ul. Slowackiego 50,80-257
ORD0043,37.99,1,Pizza,Vegetarian Pizza,2025-02-20 12:40:00,ul. Slowackiego 50,80-257
ORD0043,48.99,2,Pizza,Ham Pizza,2025-02-20 12:40:00,ul. Slowackiego 50,80-257
ORD0044,34.99,1,Pizza,Mushroom Pizza,2025-02-21 14:50:00,ul. Wrzeszczanska 21,80-419
ORD0044,36.99,2,Pizza,Ham Pizza,2025-02-21 14:50:00,ul. Wrzeszczanska 21,80-419
ORD0044,39.99,3,Pizza,Margherita Pizza,2025-02-21 14:50:00,ul. Wrzeszczanska 21,80-419
ORD0045,33.99,2,Pizza,Hawaiian Pizza,2025-02-22 15:20:00,ul. Migowska 77,80-287
ORD0045,45.99,3,Pizza,Hawaiian Pizza,2025-02-22 15:20:00,ul. Migowska 77,80-287
ORD0045,46.99,1,Pizza,Mushroom Pizza,2025-02-22 15:20:00,ul. Migowska 77,80-287
ORD0046,29.99,2,Pizza,Margherita Pizza,2025-02-23 16:30:00,ul. Piecewska 34,80-288
ORD0046,36.99,1,Pizza,Truffle Pizza,2025-02-23 16:30:00,ul. Piecewska 34,80-288
ORD0046,32.99,3,Pizza,Pepperoni Pizza,2025-02-23 16:30:00,ul. Piecewska 34,80-288
ORD0047,37.99,1,Pizza,Vegetarian Pizza,2025-02-24 17:40:00,ul. Mysliwska 47,80-283
ORD0047,46.99,3,Pizza,Mushroom Pizza,2025-02-24 17:40:00,ul. Mysliwska 47,80-283
ORD0047,33.99,2,Pizza,Hawaiian Pizza,2025-02-24 17:40:00,ul. Mysliwska 47,80-283
ORD0048,36.99,3,Pizza,Truffle Pizza,2025-02-25 12:20:00,ul. Kartuska 400,80-125
ORD0048,48.99,1,Pizza,Ham Pizza,2025-02-25 12:20:00,ul. Kartuska 400,80-125
ORD0048,36.99,2,Pizza,Ham Pizza,2025-02-25 12:20:00,ul. Kartuska 400,80-125
ORD0049,34.99,2,Pizza,Mushroom Pizza,2025-02-26 14:00:00,ul. Jabloniowa 20,80-180
ORD0049,32.99,1,Pizza,Pepperoni Pizza,2025-02-26 14:00:00,ul. Jabloniowa 20,80-180
ORD0049,45.99,1,Pizza,Hawaiian Pizza,2025-02-26 14:00:00,ul. Jabloniowa 20,80-180
ORD0050,45.99,1,Pizza,Hawaiian Pizza,2025-02-27 13:10:00,ul. Cedrowa 35,80-126
ORD0050,32.99,3,Pizza,Pepperoni Pizza,2025-02-27 13:10:00,ul. Cedrowa 35,80-126
ORD0050,37.99,2,Pizza,Vegetarian Pizza,2025-02-27 13:10:00,ul. Cedrowa 35,80-126
ORD0051,29.99,1,Pizza,Margherita Pizza,2025-02-28 12:00:00,ul. Warszawska 70,80-180
ORD0051,46.99,2,Pizza,Mushroom Pizza,2025-02-28 12:00:00,ul. Warszawska 70,80-180
ORD0051,36.99,3,Pizza,Truffle Pizza,2025-02-28 12:00:00,ul. Warszawska 70,80-180
ORD0052,32.99,2,Pizza,Pepperoni Pizza,2025-02-01 13:30:00,ul. Swietokrzyska 97,80-180
ORD0052,37.99,1,Pizza,Vegetarian Pizza,2025-02-01 13:30:00,ul. Swietokrzyska 97,80-180
ORD0052,33.99,1,Pizza,Hawaiian Pizza,2025-02-01 13:30:00,ul. Swietokrzyska 97,80-180
ORD0053,36.99,2,Pizza,Ham Pizza,2025-02-02 14:40:00,ul. Czluchowska 21,80-180
ORD0053,37.99,1,Pizza,Vegetarian Pizza,2025-02-02 14:40:00,ul. Czluchowska 21,80-180
ORD0053,46.99,1,Pizza,Mushroom Pizza,2025-02-02 14:40:00,ul. Czluchowska 21,80-180
ORD0054,36.99,3,Pizza,Truffle Pizza,2025-02-03 15:50:00,ul. Starogardzka 12,80-180
ORD0054,32.99,2,Pizza,Pepperoni Pizza,2025-02-03 15:50:00,ul. Starogardzka 12,80-180
ORD0054,39.99,1,Pizza,Margherita Pizza,2025-02-03 15:50:00,ul. Starogardzka 12,80-180
ORD0055,29.99,2,Pizza,Margherita Pizza,2025-02-04 11:40:00,ul. Stoczniowców 29,80-299
ORD0055,46.99,3,Pizza,Mushroom Pizza,2025-02-04 11:40:00,ul. Stoczniowców 29,80-299
ORD0055,45.99,1,Pizza,Hawaiian Pizza,2025-02-04 11:40:00,ul. Stoczniowców 29,80-299
ORD0056,36.99,2,Pizza,Ham Pizza,2025-02-05 12:30:00,ul. Sucha 17,80-530
ORD0056,37.99,1,Pizza,Vegetarian Pizza,2025-02-05 12:30:00,ul. Sucha 17,80-530
ORD0056,33.99,3,Pizza,Hawaiian Pizza,2025-02-05 12:30:00,ul. Sucha 17,80-530
ORD0057,34.99,1,Pizza,Mushroom Pizza,2025-02-06 14:20:00,ul. Stoczniowców 12,80-862
ORD0057,36.99,2,Pizza,Truffle Pizza,2025-02-06 14:20:00,ul. Stoczniowców 12,80-862
ORD0057,39.99,1,Pizza,Margherita Pizza,2025-02-06 14:20:00,ul. Stoczniowców 12,80-862
ORD0058,33.99,2,Pizza,Hawaiian Pizza,2025-02-07 11:10:00,ul. Sucha 7,80-531
ORD0058,37.99,3,Pizza,Vegetarian Pizza,2025-02-07 11:10:00,ul. Sucha 7,80-531
ORD0058,32.99,1,Pizza,Pepperoni Pizza,2025-02-07 11:10:00,ul. Sucha 7,80-531
ORD0059,46.99,1,Pizza,Mushroom Pizza,2025-02-08 13:30:00,ul. Ptasia 23,80-880
ORD0059,36.99,2,Pizza,Ham Pizza,2025-02-08 13:30:00,ul. Ptasia 23,80-880
ORD0059,29.99,3,Pizza,Margherita Pizza,2025-02-08 13:30:00,ul. Ptasia 23,80-880
ORD0060,32.99,2,Pizza,Pepperoni Pizza,2025-02-09 12:40:00,ul. Rycerska 15,80-855
ORD0060,36.99,1,Pizza,Truffle Pizza,2025-02-09 12:40:00,ul. Rycerska 15,80-855
ORD0060,48.99,3,Pizza,Ham Pizza,2025-02-09 12:40:00,ul. Rycerska 15,80-855
ORD0061,39.99,2,Pizza,Margherita Pizza,2025-02-10 14:30:00,ul. Jesionowa 8,80-261
ORD0061,45.99,1,Pizza,Hawaiian Pizza,2025-02-10 14:30:00,ul. Jesionowa 8,80-261
ORD0061,34.99,3,Pizza,Mushroom Pizza,2025-02-10 14:30:00,ul. Jesionowa 8,80-261
ORD0062,29.99,1,Pizza,Margherita Pizza,2025-02-11 11:50:00,ul. Browarna 4,80-859
ORD0062,37.99,2,Pizza,Vegetarian Pizza,2025-02-11 11:50:00,ul. Browarna 4,80-859
ORD0062,32.99,3,Pizza,Pepperoni Pizza,2025-02-11 11:50:00,ul. Browarna 4,80-859
ORD0063,34.99,2,Pizza,Mushroom Pizza,2025-02-12 12:00:00,ul. Wierzbowa 19,80-140
ORD0063,39.99,1,Pizza,Margherita Pizza,2025-02-12 12:00:00,ul. Wierzbowa 19,80-140
ORD0063,48.99,3,Pizza,Ham Pizza,2025-02-12 12:00:00,ul. Wierzbowa 19,80-140
ORD0064,33.99,2,Pizza,Hawaiian Pizza,2025-02-13 15:20:00,ul. Liliowa 33,80-299
ORD0064,46.99,3,Pizza,Mushroom Pizza,2025-02-13 15:20:00,ul. Liliowa 33,80-299
ORD0064,29.99,1,Pizza,Margherita Pizza,2025-02-13 15:20:00,ul. Liliowa 33,80-299
ORD0065,36.99,3,Pizza,Ham Pizza,2025-02-14 14:10:00,ul. Swidnicka 14,80-168
ORD0065,37.99,1,Pizza,Vegetarian Pizza,2025-02-14 14:10:00,ul. Swidnicka 14,80-168
ORD0065,32.99,2,Pizza,Pepperoni Pizza,2025-02-14 14:10:00,ul. Swidnicka 14,80-168
ORD0066,39.99,1,Pizza,Margherita Pizza,2025-02-15 13:30:00,ul. Opacka 27,80-338
ORD0066,45.99,2,Pizza,Hawaiian Pizza,2025-02-15 13:30:00,ul. Opacka 27,80-338
ORD0066,34.99,3,Pizza,Mushroom Pizza,2025-02-15 13:30:00,ul. Opacka 27,80-338
ORD0067,33.99,1,Pizza,Hawaiian Pizza,2025-02-16 14:50:00,ul. Karpacka 5,80-144
ORD0067,37.99,2,Pizza,Vegetarian Pizza,2025-02-16 14:50:00,ul. Karpacka 5,80-144
ORD0067,29.99,3,Pizza,Margherita Pizza,2025-02-16 14:50:00,ul. Karpacka 5,80-144
ORD0068,34.99,3,Pizza,Mushroom Pizza,2025-02-17 11:40:00,ul. Kosciuszki 49,80-408
ORD0068,39.99,2,Pizza,Margherita Pizza,2025-02-17 11:40:00,ul. Kosciuszki 49,80-408
ORD0068,46.99,1,Pizza,Mushroom Pizza,2025-02-17 11:40:00,ul. Kosciuszki 49,80-408
ORD0069,45.99,1,Pizza,Hawaiian Pizza,2025-02-18 14:10:00,ul. Startowa 11,80-391
ORD0069,36.99,3,Pizza,Ham Pizza,2025-02-18 14:10:00,ul. Startowa 11,80-391
ORD0069,37.99,2,Pizza,Vegetarian Pizza,2025-02-18 14:10:00,ul. Startowa 11,80-391
ORD0070,32.99,2,Pizza,Pepperoni Pizza,2025-02-19 12:50:00,ul. Polna 6,80-305
ORD0070,46.99,3,Pizza,Mushroom Pizza,2025-02-19 12:50:00,ul. Polna 6,80-305
ORD0070,36.99,1,Pizza,Truffle Pizza,2025-02-19 12:50:00,ul. Polna 6,80-305
ORD0071,45.99,1,Pizza,Hawaiian Pizza,2025-02-20 11:30:00,ul. Górnicza 3,80-314
ORD0071,34.99,2,Pizza,Mushroom Pizza,2025-02-20 11:30:00,ul. Górnicza 3,80-314
ORD0071,37.99,1,Pizza,Vegetarian Pizza,2025-02-20 11:30:00,ul. Górnicza 3,80-314
ORD0072,36.99,3,Pizza,Ham Pizza,2025-02-21 12:20:00,ul. Wczasowa 9,80-516
ORD0072,39.99,1,Pizza,Margherita Pizza,2025-02-21 12:20:00,ul. Wczasowa 9,80-516
ORD0072,29.99,2,Pizza,Margherita Pizza,2025-02-21 12:20:00,ul. Wczasowa 9,80-516
ORD0073,37.99,2,Pizza,Vegetarian Pizza,2025-02-22 14:00:00,ul. Targ Sienny 7,80-806
ORD0073,46.99,3,Pizza,Mushroom Pizza,2025-02-22 14:00:00,ul. Targ Sienny 7,80-806
ORD0073,36.99,1,Pizza,Ham Pizza,2025-02-22 14:00:00,ul. Targ Sienny 7,80-806
ORD0074,34.99,2,Pizza,Mushroom Pizza,2025-02-23 13:10:00,ul. Oliwska 41,80-563
ORD0074,39.99,3,Pizza,Margherita Pizza,2025-02-23 13:10:00,ul. Oliwska 41,80-563
ORD0074,36.99,1,Pizza,Truffle Pizza,2025-02-23 13:10:00,ul. Oliwska 41,80-563
ORD0075,33.99,2,Pizza,Hawaiian Pizza,2025-02-24 11:30:00,ul. Widokowa 32,80-172
ORD0075,32.99,1,Pizza,Pepperoni Pizza,2025-02-24 11:30:00,ul. Widokowa 32,80-172
ORD0075,36.99,3,Pizza,Ham Pizza,2025-02-24 11:30:00,ul. Widokowa 32,80-172
ORD0076,29.99,2,Pizza,Margherita Pizza,2025-02-25 14:20:00,ul. Krótka 21,80-279
ORD0076,34.99,1,Pizza,Mushroom Pizza,2025-02-25 14:20:00,ul. Krótka 21,80-279
ORD0076,45.99,3,Pizza,Hawaiian Pizza,2025-02-25 14:20:00,ul. Krótka 21,80-279
ORD0077,37.99,3,Pizza,Vegetarian Pizza,2025-02-26 12:00:00,ul. Stalowa 18,80-434
ORD0077,39.99,1,Pizza,Margherita Pizza,2025-02-26 12:00:00,ul. Stalowa 18,80-434
ORD0077,34.99,2,Pizza,Mushroom Pizza,2025-02-26 12:00:00,ul. Stalowa 18,80-434
ORD0078,46.99,1,Pizza,Mushroom Pizza,2025-02-27 13:40:00,ul. Jantarowa 22,80-347
ORD0078,36.99,2,Pizza,Truffle Pizza,2025-02-27 13:40:00,ul. Jantarowa 22,80-347
ORD0078,29.99,3,Pizza,Margherita Pizza,2025-02-27 13:40:00,ul. Jantarowa 22,80-347
ORD0079,32.99,1,Pizza,Pepperoni Pizza,2025-02-28 11:20:00,ul. Wita Stwosza 56,80-312
ORD0079,45.99,2,Pizza,Hawaiian Pizza,2025-02-28 11:20:00,ul. Wita Stwosza 56,80-312
ORD0079,37.99,3,Pizza,Vegetarian Pizza,2025-02-28 11:20:00,ul. Wita Stwosza 56,80-312
ORD0080,39.99,1,Pizza,Margherita Pizza,2025-02-28 14:30:00,ul. Szczesliwa 19,80-176
ORD0080,36.99,3,Pizza,Truffle Pizza,2025-02-28 14:30:00,ul. Szczesliwa 19,80-176
ORD0080,36.99,2,Pizza,Ham Pizza,2025-02-28 14:30:00,ul. Szczesliwa 19,80-176
ORD0081,46.99,1,Pizza,Mushroom Pizza,2025-02-28 13:00:00,ul. Bohaterów Getta 8,80-831
ORD0081,48.99,3,Pizza,Ham Pizza,2025-02-28 13:00:00,ul. Bohaterów Getta 8,80-831
ORD0081,37.99,2,Pizza,Vegetarian Pizza,2025-02-28 13:00:00,ul. Bohaterów Getta 8,80-831
ORD0082,33.99,2,Pizza,Hawaiian Pizza,2025-02-28 12:10:00,ul. Lódzka 99,80-388
ORD0082,34.99,3,Pizza,Mushroom Pizza,2025-02-28 12:10:00,ul. Lódzka 99,80-388
ORD0082,39.99,1,Pizza,Margherita Pizza,2025-02-28 12:10:00,ul. Lódzka 99,80-388
ORD0083,36.99,1,Pizza,Ham Pizza,2025-02-27 14:40:00,ul. Piastowska 65,80-358
ORD0083,45.99,2,Pizza,Hawaiian Pizza,2025-02-27 14:40:00,ul. Piastowska 65,80-358
ORD0083,46.99,3,Pizza,Mushroom Pizza,2025-02-27 14:40:00,ul. Piastowska 65,80-358
ORD0084,29.99,1,Pizza,Margherita Pizza,2025-02-26 12:30:00,ul. Jodlowa 77,80-297
ORD0084,37.99,2,Pizza,Vegetarian Pizza,2025-02-26 12:30:00,ul. Jodlowa 77,80-297
ORD0084,34.99,3,Pizza,Mushroom Pizza,2025-02-26 12:30:00,ul. Jodlowa 77,80-297
ORD0085,46.99,2,Pizza,Mushroom Pizza,2025-02-25 13:40:00,ul. Astronomów 10,80-299
ORD0085,48.99,3,Pizza,Ham Pizza,2025-02-25 13:40:00,ul. Astronomów 10,80-299
ORD0085,36.99,1,Pizza,Ham Pizza,2025-02-25 13:40:00,ul. Astronomów 10,80-299
ORD0086,34.99,3,Pizza,Mushroom Pizza,2025-02-24 11:10:00,ul. Kamienna 23,80-306
ORD0086,32.99,1,Pizza,Pepperoni Pizza,2025-02-24 11:10:00,ul. Kamienna 23,80-306
ORD0086,36.99,2,Pizza,Ham Pizza,2025-02-24 11:10:00,ul. Kamienna 23,80-306
ORD0087,37.99,3,Pizza,Vegetarian Pizza,2025-02-23 14:00:00,ul. Krzyzowa 16,80-165
ORD0087,36.99,1,Pizza,Truffle Pizza,2025-02-23 14:00:00,ul. Krzyzowa 16,80-165
ORD0087,29.99,2,Pizza,Margherita Pizza,2025-02-23 14:00:00,ul. Krzyzowa 16,80-165
ORD0088,39.99,1,Pizza,Margherita Pizza,2025-02-23 13:30:00,ul. Spacerowa 50,80-330
ORD0088,36.99,2,Pizza,Truffle Pizza,2025-02-23 13:30:00,ul. Spacerowa 50,80-330
ORD0088,36.99,3,Pizza,Ham Pizza,2025-02-23 13:30:00,ul. Spacerowa 50,80-330
ORD0089,29.99,2,Pizza,Margherita Pizza,2025-02-22 12:40:00,ul. Na Wzgórzu 13,80-282
ORD0089,34.99,1,Pizza,Mushroom Pizza,2025-02-22 12:40:00,ul. Na Wzgórzu 13,80-282
ORD0089,46.99,3,Pizza,Mushroom Pizza,2025-02-22 12:40:00,ul. Na Wzgórzu 13,80-282
ORD0090,48.99,1,Pizza,Ham Pizza,2025-02-21 14:20:00,ul. Brzozowa 14,80-176
ORD0090,32.99,3,Pizza,Pepperoni Pizza,2025-02-21 14:20:00,ul. Brzozowa 14,80-176
ORD0090,37.99,2,Pizza,Vegetarian Pizza,2025-02-21 14:20:00,ul. Brzozowa 14,80-176
ORD0091,46.99,2,Pizza,Mushroom Pizza,2025-02-20 13:00:00,ul. Fiolkowa 4,80-177
ORD0091,36.99,3,Pizza,Ham Pizza,2025-02-20 13:00:00,ul. Fiolkowa 4,80-177
ORD0091,39.99,1,Pizza,Margherita Pizza,2025-02-20 13:00:00,ul. Fiolkowa 4,80-177
ORD0092,34.99,3,Pizza,Mushroom Pizza,2025-02-19 14:10:00,ul. Malczewskiego 55,80-275
ORD0092,45.99,2,Pizza,Hawaiian Pizza,2025-02-19 14:10:00,ul. Malczewskiego 55,80-275
